idx,parent_idx,third_city
69,5,중곡제2동
70,5,중곡제3동
71,5,중곡제4동
72,5,능동
73,5,광장동
74,5,자양제1동
75,5,자양제2동
76,5,자양제3동
77,5,자양제4동
78,5,구의제1동
79,5,구의제2동
80,5,구의제3동
81,6,용신동
82,6,제기동
83,6,전농제1동
84,6,전농제2동
85,6,답십리제1동
86,6,답십리제2동
87,6,장안제1동
88,6,장안제2동
89,6,청량리동
90,6,회기동
91,6,휘경제1동
92,6,휘경제2동
93,6,이문제1동
94,6,이문제2동
95,7,면목제2동
96,7,면목제4동
97,7,면목제5동
98,7,면목본동
99,7,면목제7동
100,7,면목제3.8동
101,7,상봉제1동
102,7,상봉제2동
103,7,중화제1동
104,7,중화제2동
105,7,묵제1동
106,7,묵제2동
107,7,망우본동
108,7,망우제3동
109,7,신내1동
110,7,신내2동
111,8,성북동
112,8,삼선동
113,8,동선동
114,8,돈암제1동
115,8,돈암제2동
116,8,안암동
117,8,보문동
118,8,정릉제1동
119,8,정릉제2동
120,8,정릉제3동
121,8,정릉제4동
122,8,길음제1동
123,8,길음제2동
124,8,종암동
125,8,월곡제1동
126,8,월곡제2동
127,8,장위제1동
128,8,장위제2동
129,8,장위제3동
130,8,석관동
131,9,삼양동
132,9,미아동
133,9,송중동
134,9,송천동
135,9,삼각산동
136,9,번제1동
137,9,번제2동
138,9,번제3동
139,9,수유제1동
140,9,수유제2동
141,9,수유제3동
142,9,우이동
143,9,인수동
144,10,창제1동
145,10,창제2동
146,10,창제3동
147,10,창제4동
148,10,창제5동
149,10,도봉제1동
150,10,도봉제2동
151,10,쌍문제1동
152,10,쌍문제2동
153,10,쌍문제3동
154,10,쌍문제4동
155,10,방학제1동
156,10,방학제2동
157,10,방학제3동
158,11,월계1동
159,11,월계2동
160,11,월계3동
161,11,공릉1동
162,11,공릉2동
163,11,하계1동
164,11,하계2동
165,11,중계본동
166,11,중계1동
167,11,중계4동
168,11,중계2.3동
169,11,상계1동
170,11,상계2동
171,11,상계3.4동
172,11,상계5동
173,11,상계6.7동
174,11,상계8동
175,11,상계9동
176,11,상계10동
177,12,녹번동
178,12,불광제1동
179,12,불광제2동
180,12,갈현제1동
181,12,갈현제2동
182,12,구산동
183,12,대조동
184,12,응암제1동
185,12,응암제2동
186,12,응암제3동
187,12,역촌동
188,12,신사제1동
189,12,신사제2동
190,12,증산동
191,12,수색동
192,12,진관동
193,13,천연동
194,13,북아현동
195,13,충현동
196,13,신촌동
197,13,연희동
198,13,홍제제1동
199,13,홍제제3동
200,13,홍제제2동
201,13,홍은제1동
202,13,홍은제2동
203,13,남가좌제1동
204,13,남가좌제2동
205,13,북가좌제1동
206,13,북가좌제2동
207,14,아현동
208,14,공덕동
209,14,도화동
210,14,용강동
211,14,대흥동
212,14,염리동
213,14,신수동
214,14,서강동
215,14,서교동
216,14,합정동
217,14,망원제1동
218,14,망원제2동
219,14,연남동
220,14,성산제1동
221,14,성산제2동
222,14,상암동
223,15,목1동
224,15,목2동
225,15,목3동
226,15,목4동
227,15,목5동
228,15,신월1동
229,15,신월2동
230,15,신월3동
231,15,신월4동
232,15,신월5동
233,15,신월6동
234,15,신월7동
235,15,신정1동
236,15,신정2동
237,15,신정3동
238,15,신정4동
239,15,신정6동
240,15,신정7동
241,16,염창동
242,16,등촌제1동
243,16,등촌제2동
244,16,등촌제3동
245,16,화곡제1동
246,16,화곡제2동
247,16,화곡제3동
248,16,화곡제4동
249,16,화곡본동
250,16,화곡제6동
251,16,화곡제8동
252,16,가양제1동
253,16,가양제2동
254,16,가양제3동
255,16,발산제1동
256,16,우장산동
257,16,공항동
258,16,방화제1동
259,16,방화제2동
260,16,방화제3동
261,17,신도림동
262,17,구로제1동
263,17,구로제2동
264,17,구로제3동
265,17,구로제4동
266,17,구로제5동
267,17,가리봉동
268,17,고척제1동
269,17,고척제2동
270,17,개봉제1동
271,17,개봉제2동
272,17,개봉제3동
273,17,오류제1동
274,17,오류제2동
275,17,수궁동
276,18,가산동
277,18,독산제1동
278,18,독산제2동
279,18,독산제3동
280,18,독산제4동
281,18,시흥제1동
282,18,시흥제2동
283,18,시흥제3동
284,18,시흥제4동
285,18,시흥제5동
286,19,영등포본동
287,19,영등포동
288,19,여의동
289,19,당산제1동
290,19,당산제2동
291,19,도림동
292,19,문래동
293,19,양평제1동
294,19,양평제2동
295,19,신길제1동
296,19,신길제3동
297,19,신길제4동
298,19,신길제5동
299,19,신길제6동
300,19,신길제7동
301,19,대림제1동
302,19,대림제2동
303,19,대림제3동
304,20,노량진제1동
305,20,노량진제2동
306,20,상도제1동
307,20,상도제2동
308,20,상도제3동
309,20,상도제4동
310,20,흑석동
311,20,사당제1동
312,20,사당제2동
313,20,사당제3동
314,20,사당제4동
315,20,사당제5동
316,20,대방동
317,20,신대방제1동
318,20,신대방제2동
319,21,보라매동
320,21,청림동
321,21,성현동
322,21,행운동
323,21,낙성대동
324,21,청룡동
325,21,은천동
326,21,중앙동
327,21,인헌동
328,21,남현동
329,21,서원동
330,21,신원동
331,21,서림동
332,21,신사동
333,21,신림동
334,21,난향동
335,21,조원동
336,21,대학동
